#,รหัสโรค,รายละเอียด,เหตุผล,ICD-10-WHO,ICD-10-TM,ICD-10-TMD
4205,H621,Otitis externa in viral diseases classified elsewhere,T,Y,Y,N
4206,H622,Otitis externa in mycoses classified elsewhere,T,Y,Y,N
4207,H623,Otitis externa in other infectious and parasitic diseases classified elsewhere,T,Y,Y,N
4208,H624,Otitis externa in other diseases classified elsewhere,T,Y,Y,N
4209,H628,Other disorders of external ear in diseases classified elsewhere,T,Y,Y,N
4210,H65,Nonsuppurative otitis media,F,Y,N,N
4211,H650,Acute serous otitis media,T,Y,Y,N
4212,H651,Other acute nonsuppurative otitis media,T,Y,Y,N
4213,H652,Chronic serous otitis media,T,Y,Y,N
4214,H653,Chronic mucoid otitis media,T,Y,Y,N
4215,H654,Other chronic nonsuppurative otitis media,T,Y,Y,N
4216,H659,"Nonsuppurative otitis media, unspecified",T,Y,Y,N
4217,H66,Suppurative and unspecified otitis media,F,Y,N,N
4218,H660,Acute suppurative otitis media,T,Y,Y,N
4219,H661,Chronic tubotympanic suppurative otitis media,T,Y,Y,N
4220,H662,Chronic atticoantral suppurative otitis media,T,Y,Y,N
4221,H663,Other chronic suppurative otitis media,T,Y,Y,N
4222,H664,"Suppurative otitis media, unspecified",T,Y,Y,N
4223,H669,"Otitis media, unspecified",T,Y,Y,N
4224,H67,Otitis media in diseases classified elsewhere,F,Y,N,N
4225,H670,Otitis media in bacterial diseases classified elsewhere,T,Y,Y,N
4226,H671,Otitis media in viral diseases classified elsewhere,T,Y,Y,N
4227,H678,Otitis media in other diseases classified elsewhere,T,Y,Y,N
4228,H68,Eustachian salpingitis and obstruction,F,Y,N,N
4229,H680,Eustachian salpingitis,T,Y,Y,N
4230,H681,Obstruction of Eustachian tube,T,Y,Y,N
4231,H69,Other disorders of Eustachian tube,F,Y,N,N
4232,H690,Patulous Eustachian tube,T,Y,Y,N
4233,H698,Other specified disorders of Eustachian tube,T,Y,Y,N
4234,H699,"Eustachian tube disorder, unspecified",T,Y,Y,N
4235,H70,Mastoiditis and related conditions,F,Y,N,N
4236,H700,Acute mastoiditis,T,Y,Y,N
4237,H701,Chronic mastoiditis,T,Y,Y,N
4238,H702,Petrositis,T,Y,Y,N
4239,H708,Other mastoiditis and related conditions,T,Y,Y,N
4240,H709,"Mastoiditis, unspecified",T,Y,Y,N
4241,H71,Cholesteatoma of middle ear,T,Y,Y,N
4242,H72,Perforation of tympanic membrane,F,Y,N,N
4243,H720,Central perforation of tympanic membrane,T,Y,Y,N
4244,H721,Attic perforation of tympanic membrane,T,Y,Y,N
4245,H722,Other marginal perforations of tympanic membrane,T,Y,Y,N
4246,H728,Other perforations of tympanic membrane,T,Y,Y,N
4247,H729,"Perforation of tympanic membrane, unspecified",T,Y,Y,N
4248,H73,Other disorders of tympanic membrane,F,Y,N,N
4249,H730,Acute myringitis,T,Y,Y,N
4250,H731,Chronic myringitis,T,Y,Y,N
4251,H738,Other specified disorders of tympanic membrane,T,Y,Y,N
4252,H739,"Disorder of tympanic membrane, unspecified",T,Y,Y,N
4253,H74,Other disorders of middle ear and mastoid,F,Y,N,N
4254,H740,Tympanosclerosis,T,Y,Y,N
4255,H741,Adhesive middle ear disease,T,Y,Y,N
4256,H742,Discontinuity and dislocation of ear ossicles,T,Y,Y,N
4257,H743,Other acquired abnormalities of ear ossicles,T,Y,Y,N
4258,H744,Polyp of middle ear,T,Y,Y,N
4259,H745,Elongation of styloid process (TM),F,Y,Y,N
4260,H748,Other specified disorders of middle ear and mastoid,T,Y,Y,N
4261,H749,"Disorder of middle ear and mastoid, unspecified",T,Y,Y,N
4262,H75,Other disorders of middle ear and mastoid in diseases classified elsewhere,F,Y,N,N
4263,H750,Mastoiditis in infectious and parasitic diseases classified elsewhere,T,Y,Y,N
4264,H758,Other specified disorders of middle ear and mastoid in diseases classified,T,Y,Y,N
4265,I520,Other heart disorders in bacterial diseases classified elsewhere,T,Y,Y,N
4266,I521,Other heart disorders in other infectious and parasitic diseases classified,T,Y,Y,N
4267,I528,Other heart disorders in other diseases classified elsewhere,T,Y,Y,N
4268,I60,Subarachnoid haemorrhage,F,Y,N,N
4269,I600,Subarachnoid haemorrhage from carotid siphon and bifurcation,T,Y,Y,N
4270,I601,Subarachnoid haemorrhage from middle cerebral artery,T,Y,Y,N
4271,I602,Subarachnoid haemorrhage from anterior communicating artery,T,Y,Y,N
4272,I603,Subarachnoid haemorrhage from posterior communicating artery,T,Y,Y,N
4273,I604,Subarachnoid haemorrhage from basilar artery,T,Y,Y,N
4274,I605,Subarachnoid haemorrhage from vertebral artery,T,Y,Y,N
4275,I606,Subarachnoid haemorrhage from other intracranial arteries,T,Y,Y,N
4276,I607,"Subarachnoid haemorrhage from intracranial artery, unspecified",T,Y,Y,N
4277,I608,Other subarachnoid haemorrhage,T,Y,Y,N
4278,I609,"Subarachnoid haemorrhage, unspecified",T,Y,Y,N
4279,I61,Intracerebral haemorrhage,F,Y,N,N
4280,I610,"Intracerebral haemorrhage in hemisphere, subcortical",T,Y,Y,N
4281,I611,"Intracerebral haemorrhage in hemisphere, cortical",T,Y,Y,N
4282,I612,"Intracerebral haemorrhage in hemisphere, unspecified",T,Y,Y,N
4283,I613,Intracerebral haemorrhage in brain stem,T,Y,Y,N
4284,I614,Intracerebral haemorrhage in cerebellum,T,Y,Y,N
4285,I615,"Intracerebral haemorrhage, intraventricular",T,Y,Y,N
4286,I616,"Intracerebral haemorrhage, multiple localized",T,Y,Y,N
4287,I618,Other intracerebral haemorrhage,T,Y,Y,N
4288,I619,"Intracerebral haemorrhage, unspecified",T,Y,Y,N
4289,I62,Other nontraumatic intracranial haemorrhage,F,Y,N,N
4290,I620,Subdural haemorrhage (acute)(nontraumatic),T,Y,Y,N
4291,I621,Nontraumatic extradural haemorrhage,T,Y,Y,N
4292,I629,"Intracranial haemorrhage (nontraumatic), unspecified",T,Y,Y,N
4293,I63,Cerebral infarction,F,Y,N,N
4294,I630,Cerebral infarction due to thrombosis of precerebral arteries,T,Y,Y,N
4295,I631,Cerebral infarction due to embolism of precerebral arteries,T,Y,Y,N
4296,I632,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,T,Y,Y,N
4297,I633,Cerebral infarction due to thrombosis of cerebral arteries,T,Y,Y,N
4298,I634,Cerebral infarction due to embolism of cerebral arteries,T,Y,Y,N
4299,I635,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,T,Y,Y,N
4300,I636,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",T,Y,Y,N
4301,I638,Other cerebral infarction,T,Y,Y,N
4302,I639,"Cerebral infarction, unspecified",T,Y,Y,N
4303,I64,"Stroke, not specified as haemorrhage or infarction",T,Y,Y,N
4304,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",F,Y,N,N
4305,I650,Occlusion and stenosis of vertebral artery,T,Y,Y,N
4306,I651,Occlusion and stenosis of basilar artery,T,Y,Y,N
4307,I652,Occlusion and stenosis of carotid artery,T,Y,Y,N
4308,I653,Occlusion and stenosis of multiple and bilateral precerebral arteries,T,Y,Y,N
4309,I658,Occlusion and stenosis of other precerebral artery,T,Y,Y,N
4310,I659,Occlusion and stenosis of unspecified precerebral artery,T,Y,Y,N
4311,I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",F,Y,N,N
4312,I660,Occlusion and stenosis of middle cerebral artery,T,Y,Y,N
4313,I661,Occlusion and stenosis of anterior cerebral artery,T,Y,Y,N
4314,I662,Occlusion and stenosis of posterior cerebral artery,T,Y,Y,N
4315,I663,Occlusion and stenosis of cerebellar arteries,T,Y,Y,N
4316,I664,Occlusion and stenosis of multiple and bilateral cerebral arteries,T,Y,Y,N
4317,I668,Occlusion and stenosis of other cerebral artery,T,Y,Y,N
4318,I669,Occlusion and stenosis of unspecified cerebral artery,T,Y,Y,N
4319,I67,Other cerebrovascular diseases,F,Y,N,N
4320,I670,"Dissection of cerebral arteries, nonruptured",T,Y,Y,N
4321,I671,"Cerebral aneurysm, nonruptured",T,Y,Y,N
4322,I672,Cerebral atherosclerosis,T,Y,Y,N
4323,I673,Progressive vascular leukoencephalopathy,T,Y,Y,N
4324,I674,Hypertensive encephalopathy,T,Y,Y,N
4325,I675,Moyamoya disease,T,Y,Y,N
4326,I676,Nonpyogenic thrombosis of intracranial venous system,T,Y,Y,N
4327,I677,"Cerebral arteritis, not elsewhere classified",T,Y,Y,N
4328,I678,Other specified cerebrovascular diseases,T,Y,Y,N
4329,I679,"Cerebrovascular disease, unspecified",T,Y,Y,N
4330,I68,Cerebrovascular disorders in diseases classified elsewhere,F,Y,N,N
4331,I680,Cerebral amyloid angiopathy (E85.-+),T,Y,Y,N
4332,I681,Cerebral arteritis in infectious and parasitic diseases classified elsewhere,T,Y,Y,N
4333,I682,Cerebral arteritis in other diseases classified elsewhere,T,Y,Y,N
4334,I688,Other cerebrovascular disorders in diseases classified elsewhere,T,Y,Y,N
4335,I69,Sequelae of cerebrovascular disease,F,Y,N,N
4336,I690,Sequelae of subarachnoid haemorrhage,T,Y,Y,N
4337,I691,Sequelae of intracerebral haemorrhage,T,Y,Y,N
4338,I692,Sequelae of other nontraumatic intracranial haemorrhage,T,Y,Y,N
4339,I693,Sequelae of cerebral infarction,T,Y,Y,N
4340,I694,"Sequelae of stroke, not specified as haemorrhage or infarction",T,Y,Y,N
4341,I698,Sequelae of other and unspecified cerebrovascular diseases,T,Y,Y,N
4342,I70,Atherosclerosis,F,Y,N,N
4343,I700,Atherosclerosis of aorta,T,Y,Y,N
4344,I701,Atherosclerosis of renal artery,T,Y,Y,N
4345,I702,Atherosclerosis of arteries of the extremities,T,Y,N,N
4346,I7020,Atherosclerosis of arteries of upper extremities (TM),T,Y,Y,N
4347,I7021,Atherosclerosis of arteries of lower extremities (TM),T,Y,Y,N
4348,M7707,Medial epicondylitis Ankle and foot,T,Y,Y,N
4349,M7708,"Medial epicondylitis\, Other specified site",T,Y,Y,N
4350,I703,Atherosclerosis of carotid arteries (TM),T,Y,Y,N
4351,I708,Atherosclerosis of other arteries,T,Y,Y,N
4352,I709,Generalized and unspecified atherosclerosis,T,Y,Y,N
4353,I71,Aortic aneurysm and dissection,F,Y,N,N
4354,I710,Dissection of aorta [any part],T,Y,Y,N
4355,I711,"Thoracic aortic aneurysm, ruptured",T,Y,Y,N
4356,I712,"Thoracic aortic aneurysm, without mention of rupture",T,Y,Y,N
4357,I713,"Abdominal aortic aneurysm, ruptured",T,Y,Y,N
4358,I714,"Abdominal aortic aneurysm, without mention of rupture",T,Y,Y,N
4359,I715,"Thoracoabdominal aortic aneurysm, ruptured",T,Y,Y,N
4360,I716,"Thoracoabdominal aortic aneurysm, without mention of rupture",T,Y,Y,N
4361,I718,"Aortic aneurysm of unspecified site, ruptured",T,Y,Y,N
4362,I719,"Aortic aneurysm of unspecified site, without mention of rupture",T,Y,Y,N
4363,I72,Other aneurysm,F,Y,N,N
4364,I720,Aneurysm of carotid artery,T,Y,Y,N
4365,I721,Aneurysm of artery of upper extremity,T,Y,Y,N
4366,I722,Aneurysm of renal artery,T,Y,Y,N
4367,I723,Aneurysm of iliac artery,T,Y,Y,N
4368,I724,Aneurysm of artery of lower extremity,T,Y,Y,N
4369,I728,Aneurysm of other specified arteries,T,Y,Y,N
4370,I729,Aneurysm of unspecified site,T,Y,Y,N
4371,I73,Other peripheral vascular diseases,F,Y,N,N
4372,I730,Raynaud's syndrome,T,Y,Y,N
4373,I731,Thromboangiitis obliterans [Buerger],T,Y,Y,N
4374,I738,Other specified peripheral vascular diseases,T,Y,Y,N
4375,I739,"Peripheral vascular disease, unspecified",T,Y,Y,N
4376,I74,Arterial embolism and thrombosis,F,Y,N,N
4377,I740,Embolism and thrombosis of abdominal aorta,T,Y,Y,N
4378,I741,Embolism and thrombosis of other and unspecified parts of aorta,T,Y,Y,N
4379,I742,Embolism and thrombosis of arteries of the upper extremities,T,Y,Y,N
4380,I743,Embolism and thrombosis of arteries of the lower extremities,T,Y,Y,N
4381,I744,"Embolism and thrombosis of arteries of extremities, unspecified",T,Y,Y,N
4382,I745,Embolism and thrombosis of iliac artery,T,Y,Y,N
4383,I748,Embolism and thrombosis of other arteries,T,Y,Y,N
4384,I749,Embolism and thrombosis of unspecified artery,T,Y,Y,N
4385,I77,Other disorders of arteries and arterioles,F,Y,N,N
4386,I770,"Arteriovenous fistula, acquired",T,Y,Y,N
4387,I771,Stricture of artery,T,Y,Y,N
4388,I772,Rupture of artery,T,Y,Y,N
4389,I773,Arterial fibromuscular dysplasia,T,Y,Y,N
4390,I774,Coeliac artery compression syndrome,T,Y,Y,N
4391,I775,Necrosis of artery,T,Y,Y,N
4392,I776,"Arteritis, unspecified",T,Y,Y,N
4393,I778,Other specified disorders of arteries and arterioles,T,Y,Y,N
4394,I779,"Disorder of arteries and arterioles, unspecified",T,Y,Y,N
4395,I78,Diseases of capillaries,F,Y,N,N
4396,I780,Hereditary haemorrhagic telangiectasia,T,Y,Y,N
4397,I781,"Naevus, non-neoplastic",T,Y,Y,N
4398,I788,Other diseases of capillaries,T,Y,Y,N
4399,I789,"Disease of capillaries, unspecified",T,Y,Y,N
4400,I79,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere",F,Y,N,N
4401,I790,Aneurysm of aorta in diseases classified elsewhere,T,Y,Y,N
4402,I791,Aortitis in diseases classified elsewhere,T,Y,Y,N
4403,I792,Peripheral angiopathy in diseases classified elsewhere,T,Y,Y,N
4404,I798,"Other disorders of arteries, arterioles and capillaries in diseases classified elsewhere",T,Y,Y,N
4405,I80,Phlebitis and thrombophlebitis,F,Y,N,N
4406,I800,Phlebitis and thrombophlebitis of superficial vessels of lower extremities,T,Y,Y,N
4407,I801,Phlebitis and thrombophlebitis of femoral vein,T,Y,Y,N
4408,I802,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,T,Y,Y,N
4409,I803,"Phlebitis and thrombophlebitis of lower extremities, unspecified",T,Y,Y,N
4410,I808,Phlebitis and thrombophlebitis of other sites,T,Y,Y,N
4411,I809,Phlebitis and thrombophlebitis of unspecified site,T,Y,Y,N
4412,I81,Portal vein thrombosis,T,Y,Y,N
4413,I82,Other venous embolism and thrombosis,F,Y,N,N
4414,I820,Budd-Chiari syndrome,T,Y,Y,N
4415,I821,Thrombophlebitis migrans,T,Y,Y,N
4416,I822,Embolism and thrombosis of vena cava,T,Y,Y,N
4417,I823,Embolism and thrombosis of renal vein,T,Y,Y,N
4418,I828,Embolism and thrombosis of other specified veins,T,Y,Y,N
4419,I829,Embolism and thrombosis of unspecified vein,T,Y,Y,N
4420,I83,Varicose veins of lower extremities,F,Y,N,N
4421,I830,Varicose veins of lower extremities with ulcer,T,Y,Y,N
4422,I831,Varicose veins of lower extremities with inflammation,T,Y,Y,N
4423,I832,Varicose veins of lower extremities with both ulcer and inflammation,T,Y,Y,N
4424,I839,Varicose veins of lower extremities without ulcer or inflammation,T,Y,Y,N
4425,I84,Haemorrhoids,F,Y,N,N
4426,I840,Internal thrombosed haemorrhoids,T,Y,Y,N
4427,I841,Internal haemorrhoids with other complications,T,Y,Y,N
4428,I842,Internal haemorrhoids without complication,T,Y,Y,N
4429,I843,External thrombosed haemorrhoids,T,Y,Y,N
4430,I844,External haemorrhoids with other complications,T,Y,Y,N
4431,I845,External haemorrhoids without complication,T,Y,Y,N
4432,I846,Residual haemorrhoidal skin tags,T,Y,Y,N
4433,I847,Unspecified thrombosed haemorrhoids,T,Y,Y,N
4434,I848,Unspecified haemorrhoids with other complications,T,Y,Y,N
4435,I849,Unspecified haemorrhoids without complication,T,Y,Y,N
4436,I85,Oesophageal varices,F,Y,N,N
4437,I850,Oesophageal varices with bleeding,T,Y,Y,N
4438,I859,Oesophageal varices without bleeding,T,Y,Y,N
4439,I86,Varicose veins of other sites,F,Y,N,N
4440,I860,Sublingual varices,T,Y,Y,N
4441,I861,Scrotal varices,T,Y,Y,N
4442,I862,Pelvic varices,T,Y,Y,N
4443,I863,Vulval varices,T,Y,Y,N
4444,I864,Gastric varices,T,Y,Y,N
4445,I868,Varicose veins of other specified sites,T,Y,Y,N
4446,I87,Other disorders of veins,F,Y,N,N
4447,I870,Postphlebitic syndrome,T,Y,Y,N
4448,I871,Compression of vein,T,Y,Y,N
4449,I872,Venous insufficiency (chronic)(peripheral),T,Y,Y,N
4450,I878,Other specified disorders of veins,T,Y,Y,N
4451,I879,"Disorder of vein, unspecified",T,Y,Y,N
4452,I88,Nonspecific lymphadenitis,F,Y,N,N
4453,I880,Nonspecific mesenteric lymphadenitis,T,Y,Y,N
4454,I881,"Chronic lymphadenitis, except mesenteric",T,Y,Y,N
4455,I888,Other nonspecific lymphadenitis,T,Y,Y,N
4456,I889,"Nonspecific lymphadenitis, unspecified",T,Y,Y,N
4457,I89,Other noninfective disorders of lymphatic vessels and lymph nodes,F,Y,N,N
4458,I890,"Lymphoedema, not elsewhere classified",T,Y,Y,N
4459,I891,Lymphangitis,T,Y,Y,N
4460,I898,Other specified noninfective disorders of lymphatic vessels and lymph nodes,T,Y,Y,N
4461,I899,"Noninfective disorder of lymphatic vessels and lymph nodes, unspecified",T,Y,Y,N
4462,I95,Hypotension,F,Y,N,N
4463,I950,Idiopathic hypotension,T,Y,Y,N
4464,I951,Orthostatic hypotension,T,Y,Y,N
4465,I952,Hypotension due to drugs,T,Y,Y,N
4466,I953,Neural-mediated hypotension (TM),T,Y,Y,N
4467,I958,Other hypotension,T,Y,Y,N
4468,I959,"Hypotension, unspecified",T,Y,Y,N
4469,I97,"Postprocedural disorders of circulatory system, not elsewhere classified",F,Y,N,N
4470,I970,Postcardiotomy syndrome,T,Y,Y,N
4471,I971,Other functional disturbances following cardiac surgery,T,Y,Y,N
4472,I972,Postmastectomy lymphoedema syndrome,T,Y,Y,N
4473,I978,"Other postprocedural disorders of the circulatory system, not elsewhere classified",T,Y,Y,N
4474,I979,"Postprocedural disorder of the circulatory system, unspecified",T,Y,Y,N
4475,I98,Other disorders of circulatory system in diseases classified elsewhere,F,Y,N,N
4476,I980,"Cardiovascular syphilis, CE (*)",T,Y,Y,N
4477,I981,Cardiovascular disorders in other infectious and parasitic diseases classified elsewhere,T,Y,Y,N
4478,I982,Oesophageal varices in diseases classified elsewhere,T,Y,Y,N
4479,I988,Other specified disorders of circulatory system in diseases classified elsewhere,T,Y,Y,N
4480,I99,Other and unspecified disorders of circulatory system,T,Y,Y,N
4481,J00,Acute nasopharyngitis [common cold],T,Y,Y,N
4482,J01,Acute sinusitis,F,Y,N,N
4483,J010,Acute maxillary sinusitis,T,Y,Y,N
4484,J011,Acute frontal sinusitis,T,Y,Y,N
4485,J012,Acute ethmoidal sinusitis,T,Y,Y,N
4486,J013,Acute sphenoidal sinusitis,T,Y,Y,N
4487,J014,Acute pansinusitis,T,Y,Y,N
4488,J018,Other acute sinusitis,T,Y,Y,N
4489,J019,"Acute sinusitis, unspecified",T,Y,Y,N
4490,J02,Acute pharyngitis,F,Y,N,N
4491,J020,Streptococcal pharyngitis,T,Y,Y,N
4492,J028,Acute pharyngitis due to other specified organisms,T,Y,Y,N
4493,J029,"Acute pharyngitis, unspecified",T,Y,Y,N
4494,J03,Acute tonsillitis,F,Y,N,N
4495,J030,Streptococcal tonsillitis,T,Y,Y,N
4496,J038,Acute tonsillitis due to other specified organisms,T,Y,Y,N
4497,J039,"Acute tonsillitis, unspecified",T,Y,Y,N
4498,J04,Acute laryngitis and tracheitis,F,Y,N,N
4499,J040,Acute laryngitis,T,Y,Y,N
4500,J041,Acute tracheitis,T,Y,Y,N
4501,J042,Acute laryngotracheitis,T,Y,Y,N
4502,J05,Acute obstructive laryngitis [croup] and epiglottitis,F,Y,N,N
4503,J050,Acute obstructive laryngitis [croup],T,Y,Y,N
4504,J051,Acute epiglottitis,T,Y,Y,N
4505,J06,Acute upper respiratory infections of multiple or unspecified sites,F,Y,N,N
4506,J060,Acute laryngopharyngitis,T,Y,Y,N
4507,J068,Other acute upper respiratory infections of multiple sites,T,Y,Y,N
4508,J069,"Acute upper respiratory infection, unspecified",T,Y,Y,N
4509,J09,Influenza due to identified avian influenza virus,T,Y,Y,N
4510,J10,Influenza due to identified influenza virus,F,Y,N,N
4511,J100,"Influenza with pneumonia, influenza virus identified",T,Y,Y,N
4512,J101,"Influenza with other respiratory manifestations, influenza virus identified",T,Y,Y,N
4513,J108,"Influenza with other manifestations, influenza virus identified",T,Y,Y,N
4514,J11,"Influenza, virus not identified",F,Y,N,N
4515,J110,"Influenza with pneumonia, virus not identified",T,Y,Y,N
4516,J111,"Influenza with other respiratory manifestations, virus not identified",T,Y,Y,N
4517,J118,"Influenza with other manifestations, virus not identified",T,Y,Y,N
4518,J12,"Viral pneumonia, not elsewhere classified",F,Y,N,N
4519,J120,Adenoviral pneumonia,T,Y,Y,N
4520,J121,Respiratory syncytial virus pneumonia,T,Y,Y,N
4521,J122,Parainfluenza virus pneumonia,T,Y,Y,N
4522,J128,Other viral pneumonia,T,Y,Y,N
4523,J129,"Viral pneumonia, unspecified",T,Y,Y,N
4524,J13,Pneumonia due to Streptococcus pneumoniae,T,Y,Y,N
4525,J14,Pneumonia due to Haemophilus influenzae,T,Y,Y,N
4526,J15,"Bacterial pneumonia, not elsewhere classified",F,Y,N,N
4527,J150,Pneumonia due to Klebsiella pneumoniae,T,Y,Y,N
4528,J151,Pneumonia due to Pseudomonas,T,Y,Y,N
4529,J152,Pneumonia due to Staphylococcus,T,Y,Y,N
4530,J153,"Pneumonia due to Streptococcus, group B",T,Y,Y,N
4531,J154,Pneumonia due to other streptococci,T,Y,Y,N
4532,J155,Pneumonia due to Escherichia coli,T,Y,Y,N
4533,J156,Pneumonia due to other aerobic gram-negative bacteria,T,Y,Y,N
4534,J157,Pneumonia due to Mycoplasma pneumoniae,T,Y,Y,N
4535,J158,Other bacterial pneumonia,T,Y,N,N
4536,J1581,Pneumonia due to Rhodococcus equi (TM),T,Y,Y,N
4537,J1588,Other bacterial pneumonia (TM),T,Y,Y,N
4538,J159,"Bacterial pneumonia, unspecified",T,Y,Y,N
4539,J16,"Pneumonia due to other infectious organisms, not elsewhere classified",F,Y,N,N
4540,J160,Chlamydial pneumonia,T,Y,Y,N
4541,J168,Pneumonia due to other specified infectious organisms,T,Y,Y,N
4542,J17,Pneumonia in diseases classified elsewhere,F,Y,N,N
4543,J170,Pneumonia in bacterial diseases classified elsewhere,T,Y,Y,N
4544,J171,Pneumonia in viral diseases classified elsewhere,T,Y,Y,N
4545,J172,Pneumonia in mycoses classified elsewhere,T,Y,Y,N
4546,J173,Pneumonia in parasitic diseases classified elsewhere,T,Y,Y,N
4547,J178,Pneumonia in other diseases classified elsewhere,T,Y,Y,N
4548,J18,"Pneumonia, organism unspecified",F,Y,N,N
4549,J180,"Bronchopneumonia, unspecified",T,Y,Y,N
4550,J181,"Lobar pneumonia, unspecified",T,Y,Y,N
4551,J182,"Hypostatic pneumonia, unspecified",T,Y,Y,N
